,TIME,SNR,LAT,LON,DISTANCE,ALT
5198,37550255,12.1147995,35.7274823,-78.6962747,35.34353963872628,-0.001
5199,37550288,12.155941,35.7274823,-78.6962747,35.34353963872628,-0.001
5200,37550320,12.180897,35.7274823,-78.6962747,35.34353963872628,-0.001
5201,37550353,12.196472,35.7274823,-78.6962747,35.34353963872628,-0.001
5202,37550386,12.205528,35.7274823,-78.6962747,35.34353963872628,-0.001
5203,37550419,12.211391,35.7274823,-78.6962747,35.34353963872628,-0.001
5204,37550452,12.2145195,35.7274823,-78.6962747,35.34353963872628,-0.001
5205,37550484,12.216705,35.7274823,-78.6962747,35.34353963872628,-0.001
5206,37550517,12.218899,35.7274823,-78.6962747,35.34353963872628,-0.001
5207,37550550,12.219727,35.7274823,-78.6962747,35.34353963872628,-0.001
5208,37550583,12.21962,35.7274823,-78.6962747,35.34353963872628,-0.001
5209,37550615,12.219883,35.7274823,-78.6962747,35.34353963872628,-0.001
5210,37550648,12.220467,35.7274823,-78.6962747,35.34353963872628,-0.001
5211,37550681,12.220783,35.7274823,-78.6962747,35.34353963872628,-0.001
5212,37550714,12.220779,35.7274823,-78.6962747,35.34353963872628,-0.001
5213,37550746,12.220974,35.7274823,-78.6962747,35.34353963872628,-0.001
5214,37550779,12.221237,35.7274823,-78.6962747,35.34353963872628,-0.001
5215,37550812,12.221283,35.7274823,-78.6962747,35.34353963872628,-0.001
5216,37550844,12.220455,35.7274823,-78.6962747,35.34353963872628,-0.001
5217,37550877,12.220589,35.7274823,-78.6962747,35.34353963872628,-0.001
5218,37550910,12.220512,35.7274823,-78.6962747,35.34353963872628,-0.001
5219,37550943,12.220688,35.7274823,-78.6962747,35.34353963872628,-0.001
5220,37550976,12.2195015,35.7274823,-78.6962747,35.34353963872628,-0.001
5221,37551008,12.220325,35.7274823,-78.6962747,35.34353963872628,-0.001
5222,37551041,12.219967,35.7274823,-78.6962747,35.34353963872628,-0.001
5223,37551074,12.22007,35.7274823,-78.6962747,35.34353963872628,-0.001
5224,37551107,12.219967,35.7274823,-78.6962747,35.34353963872628,-0.001
